AAABC;BIJOT
DERRY;BKOOW,CHHOO,EGOTX,EHMOT,HMOTY
DERSS;
DERST;
DERSU;
DERSV;
DERSY;
DERTU;
DERTY;AAFMO,ACORT,AKOPY,BLLOU,CEHLW,EGORX,EHMOR,EHOOX,HHOPY,HMORY,LORTU,OOPPT
DERUX;AALRT,AAOPR,AILTU,ALPQU,DEENS,EIOPS
DESST;
DESSU;
DESTU;
DESTY;HIOPY
DESUX;ABLTU,GILNP
DETTU;
DETUV;IIIMN
DETWY;AALRS,ACHKS,AFLLR,AHLRT,ALRSW,HIOOW
DFFIS;ACHNU
DFFOS;
DFFSU;
DFGUY;AILNN,CIILN
DFILU;DEFII,IMOOP
DFINS;ACNOT,BIIOR,GHIOR,OOPRT,OOPRW
DFINU;
DFIOR;AACMR,ACIMR,AENOR,AEOPR,AMMNO,AMQRU,EENRX,GIIMT,NPTUY
DFIOS;AEINP,AISTU,DEGLL,DEIIL,EELLV
DFIRT;
DFJOR;GGINU
DFLOO;ABORR,AILNP,CHIPR
DFLOS;AABHR,AABLR,AAETX,ACNSY,AHILR,AIRTY,ANRTW,BEELW,DEGIL,DEIII,EEILV
DFNOR;AIMMO
DFNOS;EEENN
DFNOU;
DFNSU;ACTTY,ADKNY
DFNUY;AGILN,CELOS,CGIIL,EKLMO
DFOOR;ABLOR,AGSTU,AIMMN,ANTUY,CHILP,CIMST,OPRSW
DFOOS;ABINR,ABORT,OPRRW
DFOOY;ANRTU,IMPST,LNPRU
DFORS;AABHL,AABLL,ABOOT,ACOTW,AGOTU,AKLMO,BLOOU,EEEHW,OOPRW
DFOSU;AIIST,DEFMR
DFRSY;AAILN,AHILW,AHIOO,AILOT,BEGIL,DELOR,EEELT,EIILO,GIILO,HILOO,HLLUY
DFSUU;EHLOT,GILST
DGGOO;AALNW,ABEHR,DEEHP,DINTU,EERRV,ILNTU
DGGOY;
DGHIT;ABIIN,AIOPR,AKMRU,BILNN,FLLOO,ILPRY
DGHOU;AAIPR,AINPR,ALLNP,CIILM,DEMNU,INOPR
DGIIR;
DGIIT;CEHOZ,EHLTW,HLPRY
DGILS;CCIOY,CKLOO
DGILU;ACIOO,AORTV,BLOOT,CHIMO
DGIMY;CLOOO,DELLN,DILLN,EILNP,EINRS,FINNU,HILNT
DGINO;
DGINR;
DGINS;
DGINU;
DGINY;CNOOP
DGIRS;HLOPT
DGIRY;AAHPS,ACHPS,AEORT,CEIOT,CHLOO
DGISU;
DGJUY;
DGLOO;ACIIR,FHILT,HIIKN,IPRTT
DGLOS;AACMR,CCIIU,CCIIY,FIIRY
DGLOY;CCIIS,FIIRS
DGNOS;
DGNOU;AHLLP
DGNRU;
DGNSU;
DGNUU;AAESS,AILNT,AINNT,ALLOS,BDEET,BIILN,BIILP,BILNN,BILNO,BINOT,CILNO,DEHMO,EIIPT,EOOTT,FIIOS,GGINR,GIIOT,ILPRT
DGNUY;AALMS,ACEOS,ANORS,CEILS,CFIIL,DEILL,DHILT,EEHIO,EOPRW,GGILR,IIIPT
DGOOR;ACIIL,AEPRT,EHOPW
DGOOS;
DGOOY;AHPRX,ENNOT
DGOPY;AEHMR,AHHRR,AHORX,CINNO,ENRUW,LNOTT
DGORU;AAHIP,IIIMT
DGORY;AEELT,AEHMP,AEIRT,AHHPR,AHOPX,CEIIT,CHILO,CINNW,EEERV,EEINV,EERTX,EINRV,EINST,ELOTT,FIILS
DGOSW;AABNN
DGPUY;ELOOS,ENORW,IIINT
DGRSU;
DGRUY;AAMRT,EINST
DHIKR;AACTU,AEEJN,AGMTU,ENOOW
DHIMU;AEILT,AGKRT,AISTT,BEGOT,CDHIS,CGILO,CIIST,EEEPZ,HLOOS,LMOOS
DHINS;GGOOT,GHOOT
DHIOT;ABHLR,ACEPP,ACIIP,AGIPR,EENPZ,EIINT
DHIOY;AAMNR,BMNOR,EOTWW
DHIRT;AACKU,ABHLO,ACIIL,AGIOP,AGKMU,AOOOP,BCHIL,NOOOP
DHISW;DOOOW,NOOPW
DHISY;AABEH,CHILL,EILLV
DHITU;AACKR,ABNRY,AEELN,AEENZ,AEGRR,AEILM,AGKMR,AGLRY,CENPR,EENRR,EENRW,EERRT,EFGLL,EHLNW
DHITW;
DHKSU;BCNOU,CCOOW,CNOOR
DHLLO;AACTY,FGIOT
DHLOS;COPRT,GNORT
DHNOS;GGIOT,GHIOT
DHNOU;BEELN,BELTT,CEELN,DIIIR,EEGIY,EGITT,ELUZZ
DHNSU;
DHNUZ;AAEET,AEEIT,BEOOO,CEEIU,EEIOP,ELOUZ
DHOOR;EGOPW,EPRWY,IPPRY,LPPYY
DHOOS;AACCL,ABBLT,ACCOW,CCKUW,COTUW,DIOWW,IILPS
DHOOY;AGPRX,AINPR,ARRTW,BIMNR,CEHRR,CIMNR,CMORT,DEHNO,EERTX,EHNPR,EITWW,ENPPT,EPPTT,EPRRW,IOPTZ,IPPRR,MORRT
DHORY;ACCKR,ACEHT,ACLOR,AEGIP,AGHPR,AGOPX,AINOP,BILPY,BIMNO,CEHOR,CELNO,CELOP,CMOOT,EEIPX,EEMRT,EEOTX,EHILP,EHNOP,EHPTY,EILPP,ELNOP,EMMNO,EMRTY,EOPRW,HILPY,IOPPR,LOPPY,MOORT
DHOSW;CCKOU,CHIOT,CHNOU,COOTU,DIOOW,FLNOU
DHOSY;AEHTU,AEJLL,AEPPP,AGLPU,CEPTU
DHOSZ;AABIR,ACENR,AEGNU,AEINR,AEIPR,AELOW,ANORY,EEIMT,EELMZ,ELRYY
DHOVZ;
DHOWY;AEELL,AORRT,EIOTW,EOPRR,INRTU
DHRSU;FLLYY
DHSTU;BNOOU,COOOW,HOOOY
DIILL;FMTUY
DIILP;AAANR,AACRR,AACRT,ABTUY,BGNUU,GHRTY
DIILV;AEEHL,BEEES,BEENN,BELNO,EEHOP,EHLOO,ELPSU,ELPUZ,ENOSV,GNOSS
DIIMO;BEHOR,CEORT,CERRV,CERTY,DEEPR,ERTXY,FFRTY,FGIRT,GGILN
DIIMR;DEEOP,EEENP,EINPY,FGIOT,MOPRU
DIIMS;CHITU
DIIMT;AACLR,AAFLP,AAHNO,AANOR,ACINS,AGNNO,AHSTU,AINOR,AMMOU,ANNOO,ANORX,AORUU,CCHOO,CENNT,CHISU,CHOOV,EEIPV,EEMNP,FGIOR,GIORU,INNOU
DIINO;AIPRZ,AITTV,CHIOP,DHIRU
DIINR;ABKNY,ALORY,BEEHZ,EEEMP,EFLLY
DIINT;AAHMO,ABHIO,AFINP,AIOTV,BIILS,DKLWY,HOOSU,IIPSY
DIIOT;AAHMN,AARRR,ABHIN,ACEFF,ALLRY,AMMMU,AMRUU,BDGNU,CEEXZ,CEGHZ,DEEFX,DEEPZ,EELLP,EELPP,ELMOZ,FFMRY,GGNUU
DIIRS;AAKLY,ABFRR,ABSUY,AKKRY,ALOSY,BCDKY,BDOWW,HOTTU
DIIRV;AACLL,AEETZ,AEMPZ,AEPST,AEPTZ,EEEGM,EPSTU
DIISV;AAFFT
DIITX;AEILV,AENNO,CEEOZ,CEOOP,DEEFO,EEEPV,EEGNP,EENOP
DIIVV;CEINT
DIJNN;ACOTU,AGORU,ENOOR
DIJNS;AEEGY,AEHSS,AIKRU,CEEOT,CEGIT,EEMOW,EEOTT,EEOTW
DIJRS;AABNO,AAGHR,ACOTU,AIKNU,CNOTU,GINOY
DIKNR;ABINY
DIKNS;
DIKNU;ACKOR,CERSW,EEKPR,ERRST
DIKNY;ABINR
DIKRS;BCDIY,CLLOT,COOPW,COSTW
DIKSS;AHHNN,ALLNN,BINRT,BKNRU,CGLOT,CMRTU,CORTW,GINVY,IIMRT
DILLR;AACIV,ABDOR,AHPUW
DILLS;AAAFT,AAGNN,AANOT,ANSTT,BDFNO,DDOOP,EFGGN
DILLY;DGINP,DGINR
DILMS;NPUUU
DILMY;
DILNO;BMRUY
DILNS;CITTY
DILNU;
DILNY;ACLOO,AFGNU,AFLMO,AGNTU,BMORU,BORST,CEGNU,DEGLU,DGGRU,DGLMU,EFIIT,EGNNU,ELNOT,ELOVV,GGGRU,HOOPP,IIOST
DILOR;CDINY,GOPTT,HHPYY
DILOS;
DILOT;AAIMM
DILOV;AAINT,ACCHR,AIINS,CHORS,GINSS
DILOY;ACLNO,ADFFL,AINRR,CDINR,CGHOR,CHORS,ELNNT,ELNVV,HRSSY
DILRS;HINWW
DILRT;ANSTU,BCHHI,BIOOS,CKLOS,GNPUU,GOOPT
DILRU;AAGMS,AAGST,AAIQV,AAPRT,ACCOS,ACIOX,ACOSS,AHLPW,EIKNN,EKNNW,GLNOS,GNPTU
DILRY;BHIRW,BNOST,CDINO,CGHOO,CHOOS,CHOPY,CHOXY,HHOPY,HOSSY
DILSS;HILPR
DILSW;AFHRY,AMORR,BDNOU,GHNOT,GHOOT,GLNOR,ILNOW,NOOPT,OOPTU
DILSY;AFIQU,CHOOR,FHOOR,HORSY
DIMNS;IIOSS
DIMOS;AEEGG,AEGGM
DIMOU;AFQRR,BDEEN
DIMOY;EEPRR,EERTU
DIMPS;AAEIR,AAINO,AEIRV,ANOOO,AOSST,LNOOO,LNUUU
DIMRU;BCILO,CEERZ,IMOPR
DIMST;
DIMSU;
DIMSY;BCIMU
DIMTU;
DINOP;CHIIO,DOORT
DINOR;
DINOS;
DINOT;AIITV,ALMOU
DINOW;AEEPZ,AEINT,AENTZ,EHHLT,ELLPU
DINRS;
DINRU;ITTUY
DINRY;ACOST,AIOTV,AMOOT,BHMOO,BLLPU,BLMOU,BLOST,CDILO,EEORU,EESSS,HOTUW,ITTUU
DINSS;AABTW,ABRTW,ACKQU,ACPSU,AFRTT,AIIOZ,AIOPS,BDINY,BIKRT,CIIOS,CMMOO,FILUU,FIMOR,FIPRT,IIMOS
DINST;BHORR,BIIIL,BLORY,HIOPY,HORWW,IIIPY
DINSU;
DINSW;CHILL,DIKKY,HILRW
DINWY;CGNOR,ELLSS
DIOOT;ALMNU,CCEMO,EGLLY,ELNOT
DIOOV;AACNT,BEELR,CEFNR,CEHNO,CHIMT,EEHNP,EELRT,GHINR,GNNTW
DIOOZ;HOPTY
DIOPS;
DIOPY;ACORS,CGNNO,EEMRR,ENSSS,ENSSZ,FMOST,MRSSU
DIORR;ABDLL,CLMOW,CSSUY,IMMPU
DIORS;OOVWY
DIORT;FFIMY
DIOST;
DIOSV;
DIOSX;HMRUY
DIOTT;AAANP,BMNRU,DNNOO
DIOTV;AACEV,AGLRU,GNNOW
DIOWW;
DIPPY;CILOS
DIPRS;GIINZ
DIPRT;AACIL,AAMNY,GHILY
DIPTU;
DIQSU;
DIRST;
DIRSU;
DIRSY;BLNOT,CINOT,EENSS,FGILO,INOPX,MOPSU,OOOVW
DIRTY;AMNOO,BLNOS,EEMOU,EEPRU,EMSST,INTUU
DIRUZ;ABELT,ACEET,AEELN,AEELT,AEENT,AEEPP,AEGLV,AEHOT,AEILT,AELLP,AEPRT,BBEER,CEEIP,CEEMR,CEIPT,CELOO,EEILT,EELLT,EELPV,EETTX,EFLMO,EFNOT,EIILQ,EINOT
DIRVY;AALOT,AINOT,CEEGN,EEGNO,EGNOR
DISSU;HNOPP
DISTT;AGHRU,AHIMU,IILUY
DISTU;BCFII
DISTY;AFISS,EGOPR,EOOPR,FMOOP,HINWW,IIINP
DITTY;CEISS,CILNS,EMRSS,IILSU,INRUU
DITYZ;AEMRR,AENNR,EEMSS,EHNOP,ENNOS,HOOOP
DIVVY;ELLNO
DIYZZ;AGLLN
DJLOS;
DJOOS;ACRTU,AEPRU,AMMOR,BEHLR
DJOSU;AEIPS,AEOPR,CENNS,EHMPW,EKMNR
DKMUY;EFLNO
DKNOO;AAEGR,AELMW,ARRUW,CCEMY,EKRWY,ERRWW,GRRUW
DKNOY;BNOOR,GIKLN
DKNRU;ABCGO,ACIKO,AGILM,AOORW,GOORW
DKNSU;ADFNY
DKNSY;ADFNU,DIIKW
DKOOR;GNRUW
DKOOS;CCHUW,CCLMU
DKORS;AABBC,AABCT,AABLW,AACRT,ABCIK,ACCNW,ANRWW,CILLT,CISTW
DKORU;ACIKN,AEELM,ANORW,BEELV,ENOPV,GNORW
DKORY;ACCHR,BNNOO
DKOSU;ABIOO,BGIMN,CCHOW
DKOSY;AHILT
DKSSU;BIKNR,CIMRT
DKSTY;AHILO
DKSUU;BCMRT,CMPRT,ELLMN
DKSUY;ADFNN
DKUUZ;
DLLOR;
DLLOS;BCDOO,BDFIN,BEEFW,BFLOU,CEEET,IIMNO,IINWW
DLLOY;ADFFI,EINNT,EINVV,EOOWW
DLLSU;AACIR,ABNOR,ACDNO,ACIIY,ACORT,AGGRY,AGNOU,BFLOO,EEEFN,EEFPY,FHRYY,GINOR,OOORY
DLLUY;BEENR,BEIIN,CDEES,DEGIN,DGIMN,EEISV,FHRSY
DLMOS;BOORW
DLMOU;
DLMOY;
DLNOU;
DLNOW;
DLOOR;AABIP,ABFOR,ABIWZ,ACGII,AELRR,CFHIP,CIMOX,CIMRW,EHHNO,GIPTT
DLOOS;AACCH,CCKMU,HIMYY
DLOOW;ABIRZ,CIMRR
DLOOY;ACILN,DEMTU,EELMS,ELOWW
DLOPS;ABFIR,ACMNW,AHNSW,AIPRT,AIRXY
DLORS;BCTUU
DLORW;ABIOZ,CIMOR
DLORY;ADFIM,AIINR,CDIIN,CHIPY,FGIIS,HHIPY,HISSY
DLOSS;BLOTU
DLOST;ABBHO,BCKOO,BOOOR,CHOPR
DLOSU;BBDIY,BFLLO
DLOSW;
DLOSY;AACTU,DDLOP
DLOUW;AENVY,ANOTW,BEEFR,DENRR,EEFLN,EELMN,ENNTY
DLOWY;NORSU
DLOYY;ACGTZ,ACLPT,AILLS,AILST,BHIPR,CHIPR,CHIRT,HHIPR,HIRSS
DLPUY;ABERR,ABIIT,AEHIR,BILNR,CEHIR,CEILL,EEMNO,EFILR,ELLOT,HILOS
DLRYY;ACHIL,AERST,BHIOP,CHIOP,CHIOT,FHLSU,HHIOP,HIOSS,HOOPP
DMMUY;BELNO
DMNOO;ABLTT
DMNOU;ACGIT,ACINY,IIINT
DMOOS;AOPTT
DMOOU;IMNOP
DMOOY;CEELP,DELTU,HORRT
DMORS;AAABS,ALLSW
DMORY;AAEFT,ACIMU,AEELT,AILTU,ALPUW,BHINO,CEIIT,CHINO,CHIPS,DEEFL,EEELP,EEHRT,EEILP,EEIPR,EEPRT,EHRTY,EIITX,FFIIT,HOORT,IPSSU
DMOSU;
DMPSU;ALORW,CKRTU,ILNUU
DMPUY;ALORW,CIIIT,IORSS
DMRSU;
DMRUU;ABINR,BBCEN,BCEEN,BEENN,EEFNP,ENPRT,EOPTT
DNNOU;IIIMT
DNNOY;ABCRR,AGRSU,ARSSU,CCEFI,CGIOP,CGIRW,EGOOT,GIKKL,GILUW
DNNUY;AABLT,AAELS,AAELZ,AALMR,ABEIL,ACDER,ACDIL,AGORS,AIMRS,AIORR,AIORT,AORSS,EFILR,ELOTW
DNOOR;EKKWY,EKPUV,EKRWW
DNOOS;IOOPW
DNOOT;ABLMT,AILMU,BCHLU,BEGGI,BHLTU,BIILP,COOTW,EHPPY,EILOT,EKPTT,GLOOY,GLPTY
DNOPS;CESTY
DNOPU;EELMY,EGJLM,GORRX
DNOPW;
DNORU;
DNORW;GKORU,HITUY
DNORY;BHIMO,BILST,BKNOO,CDIIL,HITUW
DNOSS;AACRR,AIIIZ,AIIPS,CIIIS,FIIMR,IIIMS
DNOST;HIIPY
DNOSU;
DNOSW;AABGN,CKKNO
DNOSY;AGNRU,AHORZ,BILRT,BNORR,GIIJR,HIIPT,HIMRU,HINPR,IIILT,IIPRX
DNOTU;AACJT,IIIMN
DNOUV;AAIRR,BEERR,DEIIZ,EEGNR,EEGRR,GIIRT
DNOUW;AKORR,GKORR
DNOUY;ACEGS,ACIMN,ADIMS,AEILP,AGNRS,AINRR,AINRT,EEGHI,EEIRR,EELMP,ERRST
DNOWY;EKKOR
DNRSU;
DNRSY;BILOT,BNOOR,CIIOT,CIOOP,HIINN,HINOP,IIOPX
DNRUY;ACIIT,AINOR,AINOT,BILLP,GGGIL,HIOTW,IITTU
DNSSY;BDIIN,GIIKV
DNSTU;
DNSWY;DIIKK,EILLS,HIITW,LOORU
DOOPR;CFHIL,DINOT,GILTT
DOOPS;ACMNY,AMOTT,HPPUY
DOORS;IOVWY
DOORU;AKNRW,EGNRV,GKNRW
DOOST;ABBHL,ABBHY,ABFOR,ABRRY,AFGRU,BLOOR,HHOUY
DOOSW;ACCHO,AEEGR,AORRW,BCHIR,BEEKR,CCHKU,CHHIT,CHHNU,CHORT,CIKPR,CKKNN,DHIOW,EMMRU,HRRST
DOOTU;ACCEH,AFGRS,AFINN,AILMN,AILNN,BELLW,BGILL,HHRSW,HIINS
DOOUV;
DOOWY;EHITW,EHPRR,EKKNR,ELLOW
DOOYZ;AEGKR,EHLPT,HIOPT
DOPRS;
DOPRT;
DOPRU;AAIMP,FINTY,GIINN,IIMMR
DOPSS;GHOYY
DOPSU;HOPPY
DOPSW;CIKOR,HIIRS,ILOTU
DOQSU;AAABR,BEILT,EEHNO,EEIIP,EEINT,EHIOR
DORRS;CISUY
DORSS;
DORST;BLOOO,BLOOW
DORSU;
DORSW;FOOPR
DORTY;AACOV,AAEFM,AAISV,AAJRU,ABORS,ACEHH,ACERT,AEGIR,AEGOR,AEKPY,EEFPR,EEGRX,EEHMR,EEHOX,EEMPR,EHHPY,EHMRY,EOPPT,FFIIM,HMOOR
DORUY;AAJRT,ACIMM,AINNR,EEINR
DORWY;HINTU
DOSTU;HHOOY
DOSTW;AACHS,CHHIO,CHOOR,CIKRS,DFIOR,FIORU,HHORU,HORRS
DOTTY;ABEEN,ACERR,AEENR,EEEHL,EFLNW,EGLOR,GLNOP
DPPUY;EEHRS,ELOSS,LOOOS
DPRUY;BILLN,IMOSS
DPSSU;AGHIR,GIINR,HINOP,LNOOY
DPSUU;CIILN,CIINO,EHINN,EILNP,EIMPP,ILMNU
DPSUY;AGHLO,BCORT,HILLO,HLORT,HOOPP,IMORS,LOOOP
DRRSU;CIOSY,FGIIN,MNOOW
DRRUY;AAGMT,AAJOT,ACCHH,AINNO,CIOSS
DRSSU;AAACC
DRSTU;BCKMU,CKMPU
DRSUY;CDDLU
DRUXY;ELOST
DSSTU;BLLOO,CCEEN,DEEEU,EEFFF,EMMOO
DSSUY;CIORR,ELLOU,ELOPP,EMNOP,ILOTU,IMOPR,LNOOP
DSTUY;ABCII,ACFNT,AEHHO,BEHNO,HHOOO
DSUUW;
EEEFS;ALLNT,CFITV,CINNN,CINPV,CPRTT,FIIMN,FMTTU,ILLTU
EEEFZ;FIIMN
EEEGL;ABDGR,AFFRU,BCDDU,BIILR,CFFNU,CFNRU,CLOPR,DNORV,FNRUV,IOTTX
EEEGS;AACHT,AQTUU,INNOT,INNOX,INNTW,MNNTV
EEEHZ;
EEEIR;EHMUZ,JNUVZ
EEEJZ;INRUV
EEEKV;ACDDM,ILLTV
EEEKW;COPRR,DLORT,LORRT
EEELM;AACNP,AAFMT,ABDER,ABDIR,ABDRY,ABIRR,ABORV,ACDHP,ACHOT,BCLRU,BDDNO,BDTUW,CIIPT,CILNO,CIRTT,DFIIR,HIKLT,IPRTV
EEELN;AACMP,ABPRU,CCELX,CCLXY,CEORT,CLNOP,COORT,COORU
EEELP;AACMN,ABCTX,AMMNT,AMNTU,CIIMT,CLNNO,HIITZ,INOPZ
EEELS;AKTTT,CCRXY,HHOUW,OTTTW
EEELV;IKLTV
EEELZ;ABQSU,ADFIR,AIIRR,AINRT,BERSS,DLPRT,ENSSS,FIIKR,GNOST,HIIPT,INOPP
EEEMR;ABILR,ABLOV,ACHIX,BCLLU,BFRUZ,EHIUZ
EEEMS;AGNNP
EEEMX;ACHIR,AHNOR,CINTT
EEENS;CFINN,CHMOW,GINOX
EEENT;ACCPX,BLNOV,CGIIP
EEENV;MMOTU
EEENZ;AGILV,AHHIT,CMOTY,EGILT,FFIIM,IJRUV,ILOPP
EEEPP;
EEEPS;EEGSX,EGISX,FRRRR
EEEPT;ABCLX,ACDKM,ACFIR,ADMNV,ALMMN,ALMNU,APRTU,CCMNO,CGHIN,CGIIN,CHINT,DDIMN,HIILZ,IIRTV,IORRR,ORTUV
EEEPV;
EEEPW;
EEERS;EELTY
EEERV;AEGTT
EEETW;HILLW
EEFHM;AACDS,AORTT,CDIIS
EEFHT;CELMN,IILSW
EEFIR;
EEFJS;DGORU
EEFKL;AHIRT,ALLRW,EIIRZ,GLNOT,LOOWY
EEFKS;AHISW,CCHOR,DNORS,EGNRU,IRRTU,NOORT
EEFLM;BILRU,GLNOR,IINNY,ILLRU,INOQU,ORRTT
EEFLR;AHOPP
EEFLS;
EEFLT;AABCF,AAEMM,ABFMN,CEHMN,GKLNO
EEFMM;AAELT
EEFMS;AACRT,AAGRT,DEENN,EGIRU,FFNOT,FINRU,GIRUV,INRSS
EEFNS;DNOSS,EEFST,OSSST
EEFRR;NNORU
EEFRS;CCHKO
EEFRT;
EEFRV;ABIIL,ACIOT,ACIRT,CFIOO
EEFRW;ACKOR,ANORR,DIINV
EEFRY;
EEFSS;COOPT,HIIPP
EEFST;ACCIN,EEFNS,IIIMN,NOSSS
EEFSU;EILLT,GIINP,ILNTW,KLLTT
EEFSZ;INOSS,NNORS
EEFTW;
EEFUZ;BEMRR,GINNR
EEGGL;CNOOY
EEGGR;BERUV
EEGHN;AABCL,AABDD,ABLLR,ACDNO,ADDLO,DLOOT
EEGHS;AACET,AAKLW,AALOP,ACEPR,AEMRT,AGIOP,AILPT,AIOPX,AMRTW,APRRY,CIMRU,FIRRT,IIRRU,ILMPT,ILOOT,IPRRV,LOORT,LOOTU
EEGIL;CHIMP,DIOOZ
EEGIN;
EEGIR;NOXYZ
EEGIS;AHOPX,AMPTT,AMTTU,IITUX
EEGIV;
EEGKL;EMNOU,FLNOT
EEGKR;AEEMP,AEEPT,AENPS,AORWW,IOSSW
EEGKS;AAMQU,ABORR,AENPR,IORSW
EEGKY;
EEGLM;CHIIP,IIITZ,IIMRR
EEGLO;AAAAP,AABVY,AANNN,ADMTU,AHIMN,AILLN,AIPTX,BDGOT,CGNOY,CHINN,DIIOZ,EITTX,FINNN,HINOP,HIOTZ,IKORV,INNPV,MMNOY
EEGLR;
EEGLS;
EEGLT;BDGOO
EEGLY;AABOV,ABILN,AMMOS,CGNOO,FLNUV,HINWZ,IMOOS,INOSS,INOSZ,LLOSW,LNOOS,LOOPS,MMNOO,MORSU,NOSSX
EEGMN;
EEGMR;
EEGNR;
EEGNS;DDGOS,DOOSS
EEGNT;
EEGNV;
EEGNW;ALORU,AMNOT
EEGOS;AGHMU,EGRTT,FHIRW,HIRVW,HSTUU,IKRSW
EEGOY;AABLV,ACMTT,ANRTT,CMTYZ,DERRV,DHINU,DRRTX,EHNRT,EINRT,HLORT,HNORT,IJNNR,LMMNO
EEGPR;AANRR,AGHOR,CELLO
EEGPS;EEESX,EEISX,LLOOY
EEGRS;
EEGRT;
EEGRV;
EEGRY;
EEGSS;CNOPY
EEGST;IIIUX
EEGSU;AAKMQ,AEQTU,AIMTT,CHIMR,FIINP,HLOOT,IIITX,INPPW
EEGSV;BLOOX
EEHIR;EEMUZ
EEHKT;ABCDW,AGIMW,CEEHT,CHOOT,CIINP,CIIRT,CIPRU,HIMNT,NOORT
EEHLS;AAGOP,BBEMU
EEHLT;DGNOO,GIOOZ,GNORV
EEHLV;AANTX,AGNTW,GNORT,IOORR,KNORR
EEHLW;BHMTU
EEHMR;EEIUZ
EEHMS;BBELU,BOOOX
EEHMT;
EEHMV;ANRST,AORRT,ELSST,IOPRS
EEHNP;CEERT,DDIIL,IINPR,OOORR,OPRXY
EEHNS;DOOQU
EEHNT;
EEHNW;AADRV,ADDOO,DERRU,DLMRU
EEHOV;AKPSS,DINOP,FIRSS,IMPRS,ISSUW,LNOSS
EEHPR;BGNOO,DIOXY,NOOOR
EEHPS;
EEHPW;AARRY,ALRTY,OPRRY
EEHRS;
EEHRT;
EEHRW;DENRU,DLMNU,KMOOR,OPPRY
EEHRX;AAILT,ACIMT,AEMNO,ALMOT,AOTTY,CIMOT,CIPTT,DIOPY,NOPPY
EEHRY;AENOT,AGRTW,AILNU,AOTTX,EGRTW,EMOTT,LMMTU
EEHST;
EEHSX;AITUV
EEHSY;DELLS
EEHTT;AOPTY,CHKOO,CHNOY
EEIJT;ABCLN,AOPRV,BCELR,CLOPR,COPRV,KNPRY,MNNNO
EEIJW;
EEIKV;CCDLR,ELLTV,GLLNN,GLOOR
EEILM;CNOOT,FNOQU
EEILR;
EEILS;
EEILT;AALQU,EHLWW
EEILV;
EEILX;ACEGT,ACILZ,IOPTV
EEIMS;
EEIMV;ABLMO,AKMOR,CENNT,EPPRT,GNNNO,INNTT,LLLTU
EEINP;OQTTU
EEINS;
EEINV;ALLLL
EEINW;ACHHL
EEINX;BFILL,CDEEP,CDEPY
EEINZ;AACLR,ACHLN,ACIMT,ACLRT,ADHMU,ADRTU,AEHHT,AFRRT,AHMRU,AIKRT,BGLMZ,CDLOO,CIITZ,CLOOR,DFIIT,DHORT,EEGLT,EJRUV,IMRTZ
EEIPS;
EEIPZ;ACHMN,EHILT
EEIRS;
EEIRT;
EEIRV;AKMMO
EEIRY;ACNTV,AFGNT,AGNPZ,AHMRT,ANRTV,CCINP,DHOPX,DMOPR,DMOTU,DNORU,GNOXZ
EEISS;
EEISV;OQQUU
EEISW;
EEISX;GIITU
EEISZ;ACGIL,ACILT,BELMM,CIOTX,GGLOO
EEITV;AACUV
EEIWZ;
EEJLS;AACTU,ACIOR,ACKST,CGKOT,MNOTT
EEJLW;
EEJLY;CDDET,CEITV,ILNUV
EEJNU;ADDRW,ADHIM,ALORS,CCORT,CDIOR,DPRRU,EIRSV,EIRVZ,GIKLL,MNORY,SSSST
EEJPS;AARRW,ADORR,CDIRU,DIRUZ,IMNSS
EEJRS;AAPRW,ADOPR,CDIPU,DIPUZ,EINUV
EEJSS;AANRW,ABBER,ABCNT,BCLOT,BEKOR
EEJST;ALOSU,LMNOT,NSSSU
EEJSU;AACLT,ACDHI,ADDRT,ADRRT,CDIPR,DDIRT,DGMNT,DIPRZ,EINRV,IIJNT,NORRY
EEKKS;ABCDW,ACINR,IMORS
EEKLN;FGLOT,FIIUW
EEKLP;
EEKLR;BBIRU,BDOUV,CILOV,COORV,DIMOV,OOORV
EEKLS;MOOTU
EEKLV;BDORU,CCDIR,CDOOR,COORR,DOOOR,EILTV,GIOOR,HNORR,OOORR
EEKLW;
EEKMS;LOOTU
EEKNO;ADRRV,AILPU,AMMRY,BCHLU,EGLMU,HILMU,HLRRV
EEKNR;AMMOY
EEKNS;CCEIP,CEEIP
EEKNT;HHIMT
EEKOP;ACCIR,ACCRY,ACDRV,AEGLR,AILNU,ALRRW,BCIKT,BEKOR,CCHHU,CEKLR,CERRW,CILNU,DEORR,ELLRT,HKOYY,MNRTY
EEKOV;
EEKPR;IJNTY
EEKPS;AESTW,AHHNS
EEKRS;
EEKRT;BCEII,CHIIT,EEIMP,EMNOV,IMORW
EEKRV;AMPRT
EEKRW;
EEKRY;AAALP,AMMNO,AMMRR,IJNPT
EEKSS;
EEKST;
EEKSW;AFHIS,GHINT
EEKSX;ABNOS,AHINO,BCCHO,BEOPR,BMOOS
EELLM;COPTY,NTTUY
EELLS;CCHKP,CDDUY,GLOWY
EELLV;AACLU,ABPRU
EELMM;AENPT,AGOSY,AHRSS,ANOOS,ANORU,DDEOS,DDNTU,DFISU,EOSTT,FIRSU,GIIRR,GNOOY,HRTUY,IINSS,IKRSU,IRRSU,RSSSU
EELMN;CEILO,FIOQU,JOSTT,LOSSW,MOPTY,OPPRT,PPSTU,PTUZZ
EELMR;
EELMS;
